epoch,test_acc
1,0.03779999911785126
2,0.054499998688697815
3,0.08339999616146088
4,0.09879999607801437
5,0.13490000367164612
6,0.16249999403953552
7,0.19429999589920044
8,0.2092999964952469
9,0.23009999096393585
10,0.24729999899864197
11,0.2621999979019165
12,0.2709999978542328
13,0.28919997811317444
14,0.2987000048160553
15,0.30799999833106995
16,0.30869999527931213
17,0.31790000200271606
18,0.3270999789237976
19,0.3353999853134155
20,0.33959999680519104
21,0.3240000009536743
22,0.36010000109672546
23,0.3555999994277954
24,0.37070000171661377
25,0.3628000020980835
26,0.3594000041484833
27,0.37229999899864197
28,0.382999986410141
29,0.382999986410141
30,0.383899986743927
31,0.38349997997283936
32,0.38760000467300415
33,0.3971000015735626
34,0.396699994802475
35,0.4043000042438507
36,0.4072999954223633
37,0.40070000290870667
38,0.4080999791622162
39,0.4129999876022339
40,0.41589999198913574
41,0.4097999930381775
42,0.41819998621940613
43,0.42080000042915344
44,0.4229999780654907
45,0.42729997634887695
46,0.4161999821662903
47,0.4185999929904938
48,0.4350000023841858
49,0.4342999756336212
50,0.4396999776363373
51,0.4323999881744385
52,0.4302999973297119
53,0.4364999830722809
54,0.4359999895095825
55,0.43140000104904175
56,0.438400000333786
57,0.44749999046325684
58,0.4373999834060669
59,0.4502999782562256
60,0.4616999924182892
61,0.4691999852657318
62,0.4626999795436859
63,0.46379998326301575
64,0.4649999737739563
65,0.4681999981403351
66,0.46629998087882996
67,0.47039997577667236
68,0.47079998254776
69,0.46869999170303345
70,0.47029998898506165
71,0.4713999927043915
72,0.4673999845981598
73,0.4818999767303467
74,0.4712999761104584
75,0.4772999882698059
76,0.4699999988079071
77,0.4755999743938446
78,0.4788999855518341
79,0.4765999913215637
80,0.4728999733924866
81,0.4666999876499176
82,0.47859999537467957
83,0.4814999997615814
84,0.4715999960899353
85,0.4731999933719635
86,0.4778999984264374
87,0.47509998083114624
88,0.4786999821662903
89,0.47919997572898865
90,0.47689998149871826
91,0.48099997639656067
92,0.4794999957084656
93,0.47859999537467957
94,0.4761999845504761
95,0.48420000076293945
96,0.4878999888896942
97,0.487199991941452
98,0.4814999997615814
99,0.4830999970436096
100,0.4814999997615814
101,0.4836999773979187
102,0.48240000009536743
103,0.48969998955726624
104,0.48809999227523804
105,0.4836999773979187
106,0.48639997839927673
107,0.48909997940063477
108,0.4828999936580658
109,0.48979997634887695
110,0.4900999963283539
111,0.48799997568130493
112,0.4912000000476837
113,0.48409998416900635
114,0.4921000003814697
115,0.49129998683929443
116,0.4828999936580658
117,0.4876999855041504
118,0.4885999858379364
119,0.48919999599456787
120,0.495199978351593
121,0.49779999256134033
122,0.4973999857902527
123,0.5008999705314636
124,0.49539998173713684
125,0.5020999908447266
126,0.5024999976158142
127,0.4968999922275543
128,0.4984999895095825
129,0.4964999854564667
130,0.49939998984336853
131,0.4984999895095825
132,0.498199999332428
133,0.5027999877929688
134,0.49699997901916504
135,0.5004000067710876
136,0.5001999735832214
137,0.49789997935295105
138,0.5026999711990356
139,0.5012999773025513
140,0.5009999871253967
141,0.49889999628067017
142,0.5006999969482422
143,0.5029999613761902
144,0.5008000135421753
145,0.5026000142097473
146,0.5037999749183655
147,0.5031999945640564
148,0.5015999674797058
149,0.49779999256134033
150,0.5015000104904175
151,0.5036999583244324
152,0.5015999674797058
153,0.5051000118255615
154,0.5020999908447266
155,0.5047999620437622
156,0.5058000087738037
157,0.508899986743927
158,0.5033999681472778
159,0.5031999945640564
160,0.5054000020027161
161,0.5072999596595764
162,0.5065000057220459
163,0.5066999793052673
164,0.5083999633789062
165,0.5066999793052673
166,0.5062999725341797
167,0.5074999928474426
168,0.507099986076355
169,0.5080000162124634
170,0.5054999589920044
171,0.5056999921798706
172,0.5055999755859375
173,0.5059999823570251
174,0.5060999989509583
175,0.5058000087738037
176,0.5077999830245972
177,0.5072999596595764
178,0.507099986076355
179,0.5072999596595764
180,0.5084999799728394
181,0.5060999989509583
182,0.5062000155448914
183,0.5062999725341797
184,0.5051999688148499
185,0.5072999596595764
186,0.5059999823570251
187,0.5059999823570251
188,0.5062000155448914
189,0.5066999793052673
190,0.5060999989509583
191,0.5065000057220459
192,0.5069999694824219
193,0.505299985408783
194,0.5056999921798706
195,0.505299985408783
196,0.5080999732017517
197,0.5072000026702881
198,0.5074999928474426
199,0.5072000026702881
200,0.5078999996185303
