epoch,test_acc
1,0.016899999231100082
2,0.03319999948143959
3,0.012299999594688416
4,0.012399999424815178
5,0.050599999725818634
6,0.025200000032782555
7,0.040300000458955765
8,0.03500000014901161
9,0.023000000044703484
10,0.022299999371170998
11,0.033299997448921204
12,0.02199999988079071
13,0.01489999983459711
14,0.015599999576807022
15,0.024699999019503593
16,0.022199999541044235
17,0.027899999171495438
18,0.03399999812245369
19,0.018199998885393143
20,0.030799999833106995
21,0.010599999688565731
22,0.00559999980032444
23,0.020499998703598976
24,0.014399999752640724
25,0.011899999342858791
26,0.008299999870359898
27,0.009999999776482582
28,0.014800000004470348
29,0.01640000008046627
30,0.019700000062584877
31,0.016300000250339508
32,0.014399999752640724
33,0.019999999552965164
34,0.020499998703598976
35,0.015099999494850636
36,0.02159999869763851
37,0.014800000004470348
38,0.014699999243021011
39,0.01549999974668026
40,0.021900000050663948
41,0.024699999019503593
42,0.019299998879432678
43,0.012600000016391277
44,0.015599999576807022
45,0.013899999670684338
46,0.020099999383091927
47,0.014399999752640724
48,0.012799999676644802
49,0.021699998527765274
50,0.03790000081062317
51,0.014599999412894249
52,0.009999999776482582
53,0.010900000110268593
54,0.04089999943971634
55,0.03319999948143959
56,0.02850000001490116
57,0.0279999990016222
58,0.023399999365210533
59,0.024000000208616257
60,0.06520000100135803
61,0.06749999523162842
62,0.06439999490976334
63,0.0778999999165535
64,0.05920000001788139
65,0.06610000133514404
66,0.07939999550580978
67,0.0714000016450882
68,0.09349999576807022
69,0.0802999958395958
70,0.07829999923706055
71,0.021800000220537186
72,0.08709999918937683
73,0.09189999848604202
74,0.08709999918937683
75,0.041999999433755875
76,0.07939999550580978
77,0.07880000025033951
78,0.07519999891519547
79,0.05929999798536301
80,0.08799999952316284
81,0.0965999960899353
82,0.09319999814033508
83,0.08289999514818192
84,0.09179999679327011
85,0.10249999910593033
86,0.0794999971985817
87,0.09399999678134918
88,0.07339999824762344
89,0.06929999589920044
90,0.05849999934434891
91,0.06830000132322311
92,0.05929999798536301
93,0.041200000792741776
94,0.06830000132322311
95,0.08969999849796295
96,0.09699999541044235
97,0.10269999504089355
98,0.08190000057220459
99,0.10429999977350235
100,0.08219999819993973
101,0.09119999408721924
102,0.08389999717473984
103,0.10130000114440918
104,0.09459999948740005
105,0.07819999754428864
106,0.10189999639987946
107,0.08760000020265579
108,0.06969999521970749
109,0.09549999982118607
110,0.05689999833703041
111,0.06289999932050705
112,0.09109999984502792
113,0.0738999992609024
114,0.07329999655485153
115,0.09449999779462814
116,0.08469999581575394
117,0.10589999705553055
118,0.10929999500513077
119,0.07109999656677246
120,0.13589999079704285
121,0.13169999420642853
122,0.12879998981952667
123,0.13409999012947083
124,0.1289999932050705
125,0.1394999921321869
126,0.13769999146461487
127,0.13449999690055847
128,0.1273999959230423
129,0.1477999985218048
130,0.13319998979568481
131,0.13899999856948853
132,0.1500999927520752
133,0.12919999659061432
134,0.14739999175071716
135,0.14079999923706055
136,0.15689998865127563
137,0.14549998939037323
138,0.14190000295639038
139,0.15240000188350677
140,0.14010000228881836
141,0.15529999136924744
142,0.156700000166893
143,0.1647000014781952
144,0.15309999883174896
145,0.16599999368190765
146,0.1476999968290329
147,0.15860000252723694
148,0.17239999771118164
149,0.1678999960422516
150,0.12559999525547028
151,0.17549999058246613
152,0.17679999768733978
153,0.1777999997138977
154,0.18079999089241028
155,0.1678999960422516
156,0.16849999129772186
157,0.1762000024318695
158,0.1605999916791916
159,0.18959999084472656
160,0.21869999170303345
161,0.22100000083446503
162,0.2246999889612198
163,0.22439999878406525
164,0.2287999987602234
165,0.22369998693466187
166,0.22289998829364777
167,0.22899998724460602
168,0.22899998724460602
169,0.23749999701976776
170,0.23889999091625214
171,0.23879998922348022
172,0.23269999027252197
173,0.24309998750686646
174,0.2401999980211258
175,0.24009999632835388
176,0.2538999915122986
177,0.24639999866485596
178,0.24879999458789825
179,0.2433999925851822
180,0.24709999561309814
181,0.2540999948978424
182,0.2443999946117401
183,0.25669997930526733
184,0.25679999589920044
185,0.2549000084400177
186,0.2572000026702881
187,0.2483999878168106
188,0.2613999843597412
189,0.257999986410141
190,0.2629999816417694
191,0.26579999923706055
192,0.2581999897956848
193,0.26669999957084656
194,0.26969999074935913
195,0.26899999380111694
196,0.27629998326301575
197,0.2622999846935272
198,0.2694999873638153
199,0.25669997930526733
200,0.2639999985694885
