epoch,test_acc
1,0.0729999989271164
2,0.1103999987244606
3,0.16669999063014984
4,0.12409999966621399
5,0.1850000023841858
6,0.21649999916553497
7,0.22190000116825104
8,0.2474999874830246
9,0.012299999594688416
10,0.24819999933242798
11,0.2655999958515167
12,0.20069999992847443
13,0.2516999840736389
14,0.19039998948574066
15,0.2157999873161316
16,0.3003999888896942
17,0.13669998943805695
18,0.22609999775886536
19,0.2547999918460846
20,0.23669999837875366
21,0.2938999831676483
22,0.3044999837875366
23,0.18969999253749847
24,0.23629999160766602
25,0.28509998321533203
26,0.3017999827861786
27,0.3037000000476837
28,0.29989999532699585
29,0.16619999706745148
30,0.23510000109672546
31,0.2556999921798706
32,0.17319999635219574
33,0.24650000035762787
34,0.1436000019311905
35,0.27619999647140503
36,0.2838999927043915
37,0.2912999987602234
38,0.2718999981880188
39,0.289000004529953
40,0.24329999089241028
41,0.20709998905658722
42,0.27059999108314514
43,0.2696000039577484
44,0.30959999561309814
45,0.15330000221729279
46,0.2296999990940094
47,0.29099997878074646
48,0.22219999134540558
49,0.32499998807907104
50,0.27809998393058777
51,0.29569998383522034
52,0.2775000035762787
53,0.2491999864578247
54,0.3154999911785126
55,0.22899998724460602
56,0.29179999232292175
57,0.22779999673366547
58,0.17679999768733978
59,0.19679999351501465
60,0.10849999636411667
61,0.30219998955726624
62,0.21119999885559082
63,0.2750000059604645
64,0.289900004863739
65,0.2653999924659729
66,0.27809998393058777
67,0.28450000286102295
68,0.3455999791622162
69,0.23499999940395355
70,0.15160000324249268
71,0.320499986410141
72,0.2624000012874603
73,0.3109999895095825
74,0.28509998321533203
75,0.3147999942302704
76,0.3554999828338623
77,0.3271999955177307
78,0.28299999237060547
79,0.3276999890804291
80,0.3303999900817871
81,0.298799991607666
82,0.21719999611377716
83,0.33980000019073486
84,0.18559999763965607
85,0.28369998931884766
86,0.22439999878406525
87,0.29179999232292175
88,0.2929999828338623
89,0.28999999165534973
90,0.2696000039577484
91,0.15860000252723694
92,0.3247999846935272
93,0.07769999653100967
94,0.28689998388290405
95,0.31200000643730164
96,0.3018999993801117
97,0.3384999930858612
98,0.3465999960899353
99,0.20709998905658722
100,0.24399998784065247
101,0.25859999656677246
102,0.3100999891757965
103,0.3147999942302704
104,0.27459999918937683
105,0.24319998919963837
106,0.3391000032424927
107,0.3375999927520752
108,0.3118000030517578
109,0.22439999878406525
110,0.2084999978542328
111,0.3263999819755554
112,0.24469999969005585
113,0.32109999656677246
114,0.1833999902009964
115,0.28929999470710754
116,0.2773999869823456
117,0.33009999990463257
118,0.30719998478889465
119,0.27489998936653137
120,0.2166999876499176
121,0.33949998021125793
122,0.3042999804019928
123,0.322299987077713
124,0.29979997873306274
125,0.3059999942779541
126,0.3528999984264374
127,0.2985000014305115
128,0.2240999937057495
129,0.31189998984336853
130,0.2540999948978424
131,0.28459998965263367
132,0.33139997720718384
133,0.21639999747276306
134,0.2742999792098999
135,0.2969000041484833
136,0.3427000045776367
137,0.20629999041557312
138,0.31759998202323914
139,0.3334999978542328
140,0.32339999079704285
141,0.1882999986410141
142,0.33329999446868896
143,0.32089999318122864
144,0.22339999675750732
145,0.1826999932527542
146,0.2816999852657318
147,0.3334999978542328
148,0.23469999432563782
149,0.1241999939084053
150,0.30390000343322754
151,0.3037000000476837
152,0.34540000557899475
153,0.28039997816085815
154,0.2694000005722046
155,0.30730000138282776
156,0.35909998416900635
157,0.2255999892950058
158,0.32019999623298645
159,0.29260000586509705
160,0.17139999568462372
161,0.2815999984741211
162,0.25759997963905334
163,0.15060000121593475
164,0.30959999561309814
165,0.2809000015258789
166,0.25290000438690186
167,0.3127000033855438
168,0.3203999996185303
169,0.2532999813556671
170,0.31939998269081116
171,0.21609999239444733
172,0.23249998688697815
173,0.34119999408721924
174,0.3666999936103821
175,0.32580000162124634
176,0.08720000088214874
177,0.30660000443458557
178,0.2533999979496002
179,0.16949999332427979
180,0.3181999921798706
181,0.321399986743927
182,0.3335999846458435
183,0.2595999836921692
184,0.24879999458789825
185,0.29109999537467957
186,0.29339998960494995
187,0.32829999923706055
188,0.23079998791217804
189,0.2565999925136566
190,0.3522000014781952
191,0.2678000032901764
192,0.32170000672340393
193,0.2425999939441681
194,0.32919999957084656
195,0.35339999198913574
196,0.31859999895095825
197,0.33399999141693115
198,0.32839998602867126
199,0.17979998886585236
200,0.33059999346733093
