epoch,test_acc
1,0.2689000070095062
2,0.29350000619888306
3,0.3154999911785126
4,0.3317999839782715
5,0.34529998898506165
6,0.3506999909877777
7,0.3504999876022339
8,0.35989999771118164
9,0.36399999260902405
10,0.36719998717308044
11,0.37059998512268066
12,0.36809998750686646
13,0.3677999973297119
14,0.370199978351593
15,0.37289997935295105
16,0.3730999827384949
17,0.3732999861240387
18,0.37779998779296875
19,0.3723999857902527
20,0.3750999867916107
21,0.37449997663497925
22,0.3755999803543091
23,0.3757999837398529
24,0.37689998745918274
25,0.3775999844074249
26,0.38269999623298645
27,0.38199999928474426
28,0.3814999759197235
29,0.3781999945640564
30,0.384799987077713
31,0.38119998574256897
32,0.3799999952316284
33,0.37880000472068787
34,0.3773999810218811
35,0.38429999351501465
36,0.3755999803543091
37,0.38109999895095825
38,0.37950000166893005
39,0.3797999918460846
40,0.3788999915122986
41,0.3798999786376953
42,0.3788999915122986
43,0.37779998779296875
44,0.3797000050544739
45,0.3806999921798706
46,0.38199999928474426
47,0.3813999891281128
48,0.3772999942302704
49,0.3845999836921692
50,0.37849998474121094
51,0.38169997930526733
52,0.3775999844074249
53,0.3797999918460846
54,0.375900000333786
55,0.38279998302459717
56,0.3763999938964844
57,0.38499999046325684
58,0.3806999921798706
59,0.3797999918460846
60,0.3847000002861023
61,0.3813000023365021
62,0.37459999322891235
63,0.38279998302459717
64,0.37790000438690186
65,0.37959998846054077
66,0.3804999887943268
67,0.3807999789714813
68,0.38009998202323914
69,0.3807999789714813
70,0.37950000166893005
71,0.38349997997283936
72,0.3798999786376953
73,0.37939998507499695
74,0.3790999948978424
75,0.3779999911785126
76,0.3805999755859375
77,0.3831999897956848
78,0.3763999938964844
79,0.37779998779296875
80,0.3831999897956848
81,0.3813999891281128
82,0.37880000472068787
83,0.3806999921798706
84,0.37869998812675476
85,0.38169997930526733
86,0.38099998235702515
87,0.38019999861717224
88,0.3789999783039093
89,0.3822000026702881
90,0.38189998269081116
91,0.38019999861717224
92,0.37880000472068787
93,0.37869998812675476
94,0.3748999834060669
95,0.37849998474121094
96,0.38419997692108154
97,0.3815999925136566
98,0.3840999901294708
99,0.37790000438690186
100,0.38449999690055847
101,0.38099998235702515
102,0.38119998574256897
103,0.38329997658729553
104,0.382099986076355
105,0.37790000438690186
106,0.38040000200271606
107,0.37860000133514404
108,0.3779999911785126
109,0.38179999589920044
110,0.3831000030040741
111,0.38009998202323914
112,0.37700000405311584
113,0.38439998030662537
114,0.3798999786376953
115,0.3805999755859375
116,0.37619999051094055
117,0.37529999017715454
118,0.38099998235702515
119,0.3771999776363373
120,0.3805999755859375
121,0.3814999759197235
122,0.38599997758865356
123,0.3806999921798706
124,0.3782999813556671
125,0.3797999918460846
126,0.38679999113082886
127,0.3772999942302704
128,0.3813999891281128
129,0.3822999894618988
130,0.3771999776363373
131,0.37689998745918274
132,0.37950000166893005
133,0.38179999589920044
134,0.3836999833583832
135,0.3797000050544739
136,0.38449999690055847
137,0.3798999786376953
138,0.38259997963905334
139,0.3804999887943268
140,0.3781999945640564
141,0.38089999556541443
142,0.38099998235702515
143,0.3790999948978424
144,0.38169997930526733
145,0.3797000050544739
146,0.37959998846054077
147,0.37770000100135803
148,0.37770000100135803
149,0.38269999623298645
150,0.385699987411499
151,0.3797000050544739
152,0.3739999830722809
153,0.38339999318122864
154,0.3831999897956848
155,0.38439998030662537
156,0.3840999901294708
157,0.3766999840736389
158,0.38029998540878296
159,0.38029998540878296
160,0.37929999828338623
161,0.3840000033378601
162,0.3837999999523163
163,0.384799987077713
164,0.3774999976158142
165,0.37779998779296875
166,0.38099998235702515
167,0.3831000030040741
168,0.37779998779296875
169,0.38109999895095825
170,0.38419997692108154
171,0.38099998235702515
172,0.3807999789714813
173,0.3788999915122986
174,0.3822999894618988
175,0.38269999623298645
176,0.3831999897956848
177,0.37950000166893005
178,0.38189998269081116
179,0.37950000166893005
180,0.3822999894618988
181,0.3799999952316284
182,0.3799999952316284
183,0.3791999816894531
184,0.38019999861717224
185,0.38279998302459717
186,0.37629997730255127
187,0.3840999901294708
188,0.3797999918460846
189,0.38189998269081116
190,0.37880000472068787
191,0.37959998846054077
192,0.3781999945640564
193,0.3781999945640564
194,0.3813000023365021
195,0.38119998574256897
196,0.3804999887943268
197,0.38019999861717224
198,0.37880000472068787
199,0.38040000200271606
200,0.38429999351501465
